n,kappa,predicted,actual
905,3.6854152154482493,composite,composite
906,7.372026104420443,composite,composite
907,1.8433051147360229,composite,prime
908,5.5308101230307525,composite,composite
909,5.5317039169563476,composite,composite
910,14.753591275068418,composite,composite
911,1.8444961862574474,composite,prime
912,18.447931369909874,composite,composite
913,3.6901795245980016,composite,composite
914,3.6907721257879373,composite,composite
915,7.382728157944136,composite,composite
916,5.537933078349042,composite,composite
917,3.6925460469808153,composite,composite
918,14.772544258491266,composite,composite
919,1.8468627199469112,composite,prime
920,14.77725669676421,composite,composite
921,3.6949022689071707,composite,composite
922,3.6954897254303085,composite,composite
923,3.696076545144082,composite,composite
924,22.179976376565687,composite,composite
925,5.5458724194833255,composite,composite
926,3.6978331971980825,composite,composite
927,5.547626225131446,composite,composite
928,11.097003419056595,composite,composite
929,1.8497920836743615,composite,prime
930,14.800666271052389,composite,composite
931,5.551122513415279,composite,composite
932,5.551994238350764,composite,composite
933,3.7019100189736025,composite,composite
934,3.7024899238313576,composite,composite
935,7.406138416276099,composite,composite
936,22.221887239322104,composite,composite
937,1.8521129602003428,composite,prime
938,7.4096067019944885,composite,composite
939,3.7053801663240042,composite,composite
940,11.117869103072243,composite,composite
941,1.8532659782015388,composite,prime
942,7.414213867524878,composite,composite
943,3.707681301066132,composite,composite
944,9.270637649018331,composite,composite
945,14.83531284270044,composite,composite
946,7.418801511108884,composite,composite
947,1.8549863477631177,composite,prime
948,11.131632095602017,composite,composite
949,3.7111147658505654,composite,composite
950,11.13505469623411,composite,composite
951,3.71225443181454,composite,composite
952,14.851293465283483,composite,composite
953,1.856695851760262,composite,prime
954,11.141878333999117,composite,composite
955,3.7145265910073477,composite,composite
956,5.572639715682699,composite,composite
957,7.431318208501667,composite,composite
958,3.7162244736316707,composite,composite
959,3.716789253164325,composite,composite
960,26.021474108548013,composite,composite
961,2.788437785699407,composite,composite
962,7.436960129897831,composite,composite
963,5.5785637460181405,composite,composite
964,5.579406519004452,composite,composite
965,3.7201656121319884,composite,composite
966,14.882905187756704,composite,composite
967,1.8606432008137368,composite,prime
968,11.16553778218828,composite,composite
969,7.444809750881068,composite,composite
970,7.445926493905186,composite,composite
971,1.8617605215601927,composite,prime
972,16.758352193077602,composite,composite
973,3.724634914157298,composite,composite
974,3.7251909913843626,composite,composite
975,11.17723949394924,composite,composite
976,9.315753587808423,composite,composite
977,1.8634279019857787,composite,prime
978,7.454819211380781,composite,composite
979,3.727962841439049,composite,composite
980,16.77831980567924,composite,composite
981,5.593601429467249,composite,composite
982,3.7296191644026266,composite,composite
983,1.8650850738958067,composite,prime
984,14.922882283813466,composite,composite
985,3.731270435025982,composite,composite
986,7.463639482288181,composite,composite
987,7.464736980877743,composite,composite
988,11.198750052114207,composite,composite
989,3.7334643230660043,composite,composite
990,22.404068451861534,composite,composite
991,1.867278970944171,composite,prime
992,11.205311771743196,composite,composite
993,3.7356493558325274,composite,composite
994,7.472388477500284,composite,composite
995,3.736738573771317,composite,composite
996,11.211847085990396,composite,composite
997,1.8689128022620098,composite,prime
998,3.738368302447112,composite,composite
999,7.477820913713842,composite,composite
1000,14.957808275364064,composite,composite
1001,7.479986278967416,composite,composite
1002,7.481067339732115,composite,composite
1003,3.7410736610658915,composite,composite
1004,5.6124196712367205,composite,composite
1005,7.484304060426439,composite,composite
1006,3.7426904103003067,composite,composite
1007,3.7432282554840897,composite,composite
1008,28.078241751198085,composite,composite
1009,1.8721511726929778,composite,prime
1010,7.489677184436523,composite,composite
1011,3.7453743083757343,composite,composite
1012,11.237728484722968,composite,composite
1013,1.8732220764301,composite,prime
1014,11.240934849829337,composite,composite
1015,7.4950237743927675,composite,composite
1016,7.496089931313874,composite,composite
1017,5.622866279537947,composite,composite
1018,3.7491095503322787,composite,composite
1019,1.8748205293028277,composite,prime
1020,22.501032273221078,composite,composite
1021,1.875351256073795,composite,prime
1022,7.50246491891325,composite,composite
1023,7.5035237769594,composite,composite
1024,10.31879970063137,composite,composite
1025,5.629228793574144,composite,composite
1026,15.013388303784295,composite,composite
1027,3.7538744419234327,composite,composite
1028,5.631601941973726,composite,composite
1029,7.509855270242576,composite,composite
1030,7.510906928669988,composite,composite
1031,1.8779893916412609,composite,prime
1032,15.026014371812956,composite,composite
1033,1.8785139471668195,composite,prime
1034,7.515103376814701,composite,composite
1035,11.274224928465454,composite,composite
1036,11.275793275664926,composite,composite
1037,3.759120036581929,composite,composite
1038,7.519283622416592,composite,composite
1039,1.8800815417017769,composite,prime
1040,18.803419270671906,composite,composite
1041,3.7612041243646694,composite,composite
1042,3.761723895055533,composite,composite
1043,3.7622431671653223,composite,composite
1044,16.932428737423336,composite,composite
1045,7.526560438922614,composite,composite
1046,3.7637980015504673,composite,composite
1047,3.764315288864503,composite,composite
1048,7.529664164696184,composite,composite
1049,1.882674191471605,composite,prime
1050,22.59518514953484,composite,composite
1051,1.8831897546112406,composite,prime
1052,5.650341505165745,composite,composite
1053,9.418521687961125,composite,composite
1054,7.535845050745915,composite,composite
1055,3.768435888268658,composite,composite
1056,22.61369258876934,composite,composite
1057,3.7694611558723747,composite,composite
1058,5.654959593628825,composite,composite
1059,3.7704844853509223,composite,composite
1060,11.312986276741205,composite,composite
1061,1.885752942008993,composite,prime
1062,11.316047584714294,composite,composite
1063,1.886262679572966,composite,prime
1064,15.092137510576515,composite,composite
1065,7.547085835932234,composite,composite
1066,7.548101962018921,composite,composite
1067,3.774558567669196,composite,composite
1068,11.325197036513538,composite,composite
1069,1.887786157702713,composite,prime
1070,7.552156956518913,composite,composite
1071,11.329752504854909,composite,composite
1072,9.442723465911302,composite,composite
1073,3.777594133378195,composite,composite
1074,7.556196820407237,composite,composite
1075,5.667903326573952,composite,composite
1076,5.668658335181966,composite,composite
1077,3.779608428289951,composite,composite
1078,11.340332499269302,composite,composite
1079,3.7806127720528924,composite,composite
1080,30.248913968339092,composite,composite
1081,3.7816152559189122,composite,composite
1082,3.782115802540748,composite,composite
1083,5.673923830145687,composite,composite
1084,5.674673264162355,composite,composite
1085,7.567229342850502,composite,composite
1086,7.568226747127299,composite,composite
1087,1.8923058083516182,composite,prime
1088,13.247882905908515,composite,composite
1089,8.517615141060432,composite,composite
1090,7.572207201117725,composite,composite
1091,1.8933000080606697,composite,prime
1092,22.72257586129503,composite,composite
1093,1.8937957418374733,composite,prime
1094,3.7880865373289687,composite,composite
1095,7.5771622773452005,composite,composite
1096,7.578150577063203,composite,composite
1097,1.894784493864737,composite,prime
1098,11.370186711262406,composite,composite
1099,3.7905550374245927,composite,composite
1100,17.059713253009285,composite,composite
1101,3.791539294301095,composite,composite
1102,7.584061504934695,composite,composite
1103,1.8962608824332476,composite,prime
1104,18.96506166153226,composite,composite
1105,7.58700491118588,composite,composite
1106,7.5879842710589855,composite,composite
1107,7.588962745834932,composite,composite
1108,5.692455252834066,composite,composite
1109,1.8977292616211252,composite,prime
1110,15.183785751083802,composite,composite
1111,3.7964339129348654,composite,composite
1112,7.593841899049148,composite,composite
1113,7.594815096657051,composite,composite
1114,3.797893710133043,composite,composite
1115,3.7983794357223344,composite,composite
1116,17.09489126645324,composite,composite
1117,1.8996747906907647,composite,prime
1118,7.599668006018666,composite,composite
1119,3.800317991537724,composite,composite
1120,22.804809286442644,composite,composite
1121,3.8012846723891487,composite,composite
1122,15.207069465013797,composite,composite
1123,1.9011248150504436,composite,prime
1124,5.704097197045437,composite,composite
1125,11.409638612415344,composite,composite
1126,3.8036938491867756,composite,composite
1127,5.706261600901994,composite,composite
1128,15.21861810322459,composite,composite
